,Sno,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status,LOB
1998,2929,2355568,No,0,45,E1,55.95,46.2,-6.25,No,No,Male,Direct,4,Gurgaon,27.0,6,Joined,ETS
1999,2930,2355854,Yes,33,45,E1,150.0,162.5,5.0,No,No,Male,Direct,3,Chennai,26.0,1,Joined,ERS
2000,2931,2356640,Yes,29,30,E1,21.74,15.02,-5.52,No,No,Female,Employee Referral,1,Noida,25.0,2,Joined,INFRA
2001,2933,2356683,Yes,2,60,E2,37.5,62.5,18.18,No,No,Male,Agency,4,Bangalore,26.0,2,Joined,INFRA
2002,2934,2356687,No,0,30,E1,25.0,9.38,-12.5,No,No,Male,Direct,1,Bangalore,27.0,1,Joined,ERS
2003,2935,2356692,No,13,60,E1,95.65,84.78,-5.56,No,No,Female,Agency,4,Bangalore,33.0,4,Joined,BFSI
2004,2936,2356703,Yes,16,30,E1,22.45,42.86,16.67,No,No,Male,Direct,1,Bangalore,25.0,1,Joined,ERS
2005,2937,2356746,Yes,24,30,E2,29.41,17.65,-9.09,No,No,Male,Agency,6,Chennai,33.0,8,Joined,EAS
2006,2938,2356796,Yes,72,30,E2,28.42,15.15,-10.33,No,No,Male,Agency,8,Bangalore,36.0,4,Not Joined,BFSI
2007,2939,2356805,Yes,8,30,E1,42.86,33.93,-6.25,No,No,Male,Direct,9,Bangalore,29.0,1,Not Joined,ERS
2008,2940,2356813,Yes,36,60,E3,13.68,15.5,1.6,No,No,Male,Agency,12,Bangalore,36.0,6,Joined,ETS
2009,2941,2356815,No,20,30,E1,125.73,95.64,-13.33,No,No,Male,Direct,3,Chennai,25.0,1,Joined,ERS
2010,2943,2356822,Yes,75,60,E1,71.7,70.33,-0.8,No,No,Male,Direct,4,Chennai,28.0,1,Joined,ERS
2011,2944,2356842,No,1,30,E2,29.41,29.41,0.0,No,No,Male,Agency,7,Noida,31.0,2,Joined,INFRA
2012,2945,2356853,No,2,30,E2,44.44,44.44,0.0,No,No,Female,Direct,3,Bangalore,26.0,2,Joined,INFRA
2013,2946,2356867,Yes,28,60,E1,0.0,0.0,0.0,No,No,Male,Agency,3,Chennai,32.0,1,Joined,ERS
2014,2947,2356872,Yes,6,30,E2,6.67,5.33,-1.25,No,No,Female,Direct,6,Chennai,29.0,1,Joined,ERS
2015,2948,2356881,Yes,61,60,E2,70.21,70.21,0.0,No,No,Male,Direct,6,Chennai,28.0,1,Joined,ERS
2016,2949,2356894,Yes,0,30,E2,46.55,46.55,0.0,No,No,Male,Agency,5,Chennai,28.0,1,Joined,ERS
2017,2950,2356898,No,61,60,E2,13.48,13.48,0.0,No,No,Male,Agency,9,Chennai,28.0,1,Joined,ERS
2018,2951,2356902,Yes,35,60,E2,50.0,40.0,-6.67,No,No,Female,Direct,6,Bangalore,27.0,1,Joined,ERS
2019,2952,2356911,Yes,25,30,E2,25.0,17.71,-5.83,No,No,Female,Direct,8,Chennai,31.0,1,Not Joined,ERS
2020,2953,2356913,No,5,30,E1,60.71,60.71,0.0,No,No,Male,Direct,3,Bangalore,27.0,1,Joined,ERS
2021,2955,2356922,No,23,60,E1,25.0,2.27,-18.18,Yes,No,Male,Agency,3,Chennai,27.0,1,Not Joined,ERS
2022,2956,2356923,No,23,60,E1,0.0,0.83,0.83,No,No,Male,Agency,4,Chennai,27.0,1,Not Joined,ERS
2023,2957,2356927,No,19,60,E1,56.25,31.25,-16.0,No,No,Female,Agency,3,Chennai,26.0,1,Joined,ERS
2024,2958,2356936,Yes,84,45,E1,81.82,36.36,-25.0,No,No,Male,Agency,3,Hyderabad,29.0,1,Not Joined,ERS
2025,2959,2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,Hyderabad,28.0,1,Not Joined,ERS
2026,2960,2356974,No,3,30,E1,74.22,42.86,-18.0,No,No,Male,Direct,0,Chennai,29.0,1,Joined,ERS
2027,2961,2356982,Yes,1,90,E2,50.0,50.0,0.0,No,No,Male,Direct,3,Others,31.0,2,Joined,INFRA
2028,2962,2356985,No,0,30,E2,25.0,7.14,-14.29,No,No,Male,Direct,6,Noida,31.0,2,Joined,INFRA
2029,2963,2356992,No,6,30,E2,39.71,47.06,5.26,No,No,Male,Employee Referral,14,Chennai,33.0,1,Not Joined,ERS
2030,2964,2357003,No,10,30,E2,26.83,26.83,0.0,No,No,Male,Agency,9,Chennai,33.0,1,Joined,ERS
2031,2965,2357013,No,0,30,E1,160.42,134.38,-10.0,No,No,Male,Direct,1,Bangalore,23.0,1,Joined,ERS
2032,2967,2357038,No,0,60,E2,33.33,31.67,-1.25,No,No,Male,Agency,6,Noida,35.0,2,Joined,INFRA
2033,2968,2357044,Yes,25,30,E1,31.52,31.52,0.0,No,No,Female,Employee Referral,3,Bangalore,26.0,4,Joined,BFSI
2034,2969,2357062,No,2,90,E2,43.75,31.25,-8.7,No,No,Male,Direct,8,Chennai,30.0,4,Joined,BFSI
2035,2971,2357068,Yes,23,90,E2,35.29,35.29,0.0,No,No,Male,Agency,8,Chennai,32.0,1,Not Joined,ERS
2036,2972,2357079,Yes,22,30,E1,150.0,137.5,-5.0,No,No,Male,Agency,3,Chennai,28.0,1,Joined,ERS
2037,2973,2357087,Yes,36,30,E1,-9.48,-9.48,0.0,No,No,Male,Agency,3,Chennai,29.0,1,Joined,ERS
2038,2974,2357091,No,0,30,E2,18.05,24.61,5.56,No,No,Male,Agency,6,Chennai,32.0,2,Joined,INFRA
2039,2976,2357093,No,23,90,E2,30.0,5.0,-19.23,No,No,Male,Agency,8,Bangalore,32.0,1,Not Joined,ERS
2040,2977,2357094,Yes,20,30,E1,50.0,95.0,30.0,No,No,Female,Direct,2,Bangalore,30.0,1,Joined,ERS
2041,2978,2357103,No,1,30,E2,30.0,8.0,-16.92,No,No,Male,Direct,4,Noida,28.0,2,Joined,INFRA
2042,2979,2357113,No,104,90,E1,85.95,85.95,0.0,No,No,Female,Agency,4,Bangalore,26.0,3,Joined,Healthcare
2043,2980,2357114,No,7,90,E1,62.5,50.0,-7.69,No,No,Male,Agency,3,Bangalore,27.0,4,Not Joined,BFSI
2044,2981,2357125,No,0,60,E2,37.5,55.0,12.73,No,No,Male,Direct,3,Noida,30.0,2,Joined,INFRA
2045,2982,2357140,No,0,30,E2,57.14,42.86,-9.09,No,No,Male,Direct,3,Noida,31.0,2,Joined,INFRA
2046,2983,2357147,No,0,30,E2,60.0,160.0,62.5,No,No,Male,Agency,4,Bangalore,27.0,2,Joined,INFRA
2047,2984,2357166,Yes,69,60,E2,32.67,32.67,0.0,No,No,Male,Agency,6,Chennai,32.0,2,Joined,INFRA
2048,2985,2357172,Yes,0,30,E1,129.17,87.5,-18.18,No,No,Male,Agency,3,Chennai,27.0,1,Joined,ERS
2049,2986,2357175,Yes,28,30,E1,33.33,22.22,-8.33,No,No,Male,Agency,4,Bangalore,28.0,4,Joined,BFSI
2050,2987,2357182,Yes,1,60,E2,40.0,30.0,-7.14,No,No,Male,Agency,5,Noida,26.0,2,Joined,INFRA
2051,2988,2357194,No,2,30,E2,23.53,23.53,0.0,No,No,Male,Agency,8,Bangalore,40.0,4,Not Joined,BFSI
2052,2990,2357218,No,35,90,E1,30.43,30.43,0.0,No,No,Male,Agency,3,Bangalore,27.0,4,Not Joined,BFSI
2053,2992,2357258,Yes,4,30,E1,33.33,33.33,0.0,No,No,Female,Agency,5,Bangalore,30.0,4,Joined,BFSI
2054,2993,2357261,Yes,59,90,E3,35.0,50.68,11.62,No,No,Male,Direct,6,Mumbai,30.0,2,Joined,INFRA
2055,2994,2357271,Yes,0,30,E1,14.75,14.75,0.0,No,No,Male,Agency,4,Bangalore,30.0,4,Joined,BFSI
2056,2995,2357274,Yes,77,45,E2,51.35,40.54,-7.14,No,No,Male,Agency,9,Chennai,31.0,1,Joined,ERS
2057,2997,2357288,No,3,75,E2,35.14,28.92,-4.6,No,No,Male,Agency,6,Bangalore,30.0,4,Joined,BFSI
2058,2998,2357292,Yes,11,30,E1,30.95,30.95,0.0,No,No,Male,Agency,4,Bangalore,27.0,4,Joined,BFSI
2059,3000,2357311,No,4,30,E1,66.67,33.61,-19.83,No,No,Female,Direct,3,Bangalore,26.0,1,Joined,ERS
2060,3001,2357342,No,41,60,E1,66.67,41.03,-15.38,No,No,Male,Agency,3,Bangalore,28.0,4,Joined,BFSI
2061,3002,2357371,No,7,30,E1,55.26,55.26,0.0,No,No,Female,Direct,2,Hyderabad,25.0,5,Not Joined,CSMP
2062,3003,2357383,No,7,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Not Joined,INFRA
2063,3004,2357384,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,22.0,2,Not Joined,INFRA
2064,3005,2357385,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2065,3006,2357386,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2066,3007,2357387,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2067,3008,2357421,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2068,3009,2357422,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2069,3010,2357423,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,22.0,2,Joined,INFRA
2070,3011,2357424,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Not Joined,INFRA
2071,3012,2357425,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Joined,INFRA
2072,3013,2357426,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2073,3014,2357428,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2074,3015,2357429,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2075,3016,2357430,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2076,3017,2357431,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,22.0,2,Joined,INFRA
2077,3018,2357432,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2078,3019,2357433,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2079,3020,2357434,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2080,3021,2357435,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,22.0,2,Joined,INFRA
2081,3022,2357436,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2082,3023,2357437,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2083,3024,2357438,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2084,3025,2357439,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Joined,INFRA
2085,3026,2357440,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Not Joined,INFRA
2086,3027,2357441,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2087,3028,2357442,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,22.0,2,Not Joined,INFRA
2088,3029,2357443,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2089,3030,2357444,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2090,3031,2357445,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined,INFRA
2091,3032,2357496,Yes,40,90,E1,42.86,42.86,0.0,No,No,Male,Direct,3,Chennai,26.0,1,Joined,ERS
2092,3033,2357644,No,1,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,Noida,29.0,2,Joined,INFRA
2093,3034,2357877,Yes,1,60,E1,48.81,33.93,-10.0,No,No,Male,Employee Referral,3,Bangalore,25.0,4,Joined,BFSI
2094,3035,2357979,Yes,58,60,E1,34.78,34.78,0.0,No,No,Male,Agency,6,Bangalore,33.0,4,Joined,BFSI
2095,3036,2358051,Yes,92,60,E1,57.38,45.28,-7.69,No,No,Male,Employee Referral,3,Bangalore,28.0,4,Joined,BFSI
2096,3037,2358831,No,72,90,E2,125.0,125.0,0.0,No,No,Female,Agency,6,Bangalore,29.0,3,Joined,Healthcare
2097,3038,2359946,Yes,74,90,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,13,Bangalore,37.0,4,Joined,BFSI
2098,3039,2360011,Yes,97,90,E2,31.65,16.46,-11.54,No,No,Male,Direct,9,Chennai,33.0,4,Joined,BFSI
2099,3040,2360395,No,1,30,E1,34.48,34.48,0.0,No,No,Female,Employee Referral,3,Chennai,26.0,4,Joined,BFSI
2100,3041,2360508,No,44,45,E3,30.42,34.26,2.95,No,No,Male,Agency,8,Noida,33.0,2,Joined,INFRA
2101,3042,2360542,Yes,6,90,E2,25.0,25.0,0.0,No,No,Male,Direct,6,Bangalore,28.0,8,Not Joined,EAS
2102,3043,2360606,No,22,60,E2,28.3,37.46,7.14,No,No,Male,Agency,7,Chennai,31.0,2,Joined,INFRA
2103,3044,2360630,No,1,30,E2,37.5,50.0,9.09,No,No,Male,Agency,3,Bangalore,25.0,2,Joined,INFRA
2104,3045,2360664,No,0,30,E2,34.78,32.61,-1.61,No,No,Male,Agency,6,Noida,32.0,2,Joined,INFRA
2105,3048,2360696,Yes,13,30,E1,1.21,1.21,0.0,No,No,Male,Direct,2,Noida,23.0,1,Joined,ERS
2106,3050,2360750,No,1,30,E1,-7.83,-7.83,0.0,No,No,Male,Direct,3,Noida,27.0,2,Joined,INFRA
2107,3051,2360804,Yes,5,45,E2,37.5,45.0,5.45,No,No,Male,Agency,5,Chennai,30.0,2,Joined,INFRA
2108,3052,2360808,No,181,30,E1,3.97,-4.03,-7.69,No,No,Male,Direct,2,Chennai,24.0,2,Not Joined,INFRA
2109,3053,2360834,Yes,0,30,E2,57.14,37.14,-12.73,No,No,Male,Direct,3,Bangalore,30.0,2,Not Joined,INFRA
2110,3054,2360841,Yes,41,30,E1,156.04,156.04,0.0,No,No,Female,Direct,2,Hyderabad,25.0,5,Joined,CSMP
2111,3055,2360844,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2112,3056,2360861,Yes,34,30,E2,31.43,31.43,0.0,No,No,Male,Employee Referral,2,Noida,30.0,2,Joined,INFRA
2113,3057,2360872,No,1,30,E2,50.0,65.0,10.0,No,No,Male,Direct,4,Kolkata,29.0,2,Joined,INFRA
2114,3058,2360878,No,6,30,E2,30.21,36.72,5.0,No,No,Male,Direct,5,Noida,34.0,2,Joined,INFRA
2115,3059,2360908,No,1,30,E1,30.0,30.0,0.0,No,No,Female,Direct,5,Bangalore,38.0,4,Joined,BFSI
2116,3060,2360949,Yes,2,30,E1,25.0,25.0,0.0,No,No,Male,Agency,4,Bangalore,39.0,4,Joined,BFSI
2117,3061,2360954,No,90,60,E1,36.84,27.37,-6.92,No,No,Male,Direct,3,Bangalore,28.0,4,Not Joined,BFSI
2118,3063,2360999,Yes,17,30,E2,44.44,84.44,27.69,No,No,Male,Agency,6,Chennai,28.0,2,Not Joined,INFRA
2119,3064,2361062,Yes,53,60,E2,71.43,82.14,6.25,No,No,Female,Agency,3,Noida,24.0,2,Joined,INFRA
2120,3065,2361082,Yes,5,30,E2,49.07,42.86,-4.17,No,No,Female,Direct,8,Chennai,37.0,8,Joined,EAS
2121,3066,2361089,No,3,30,E1,20.0,-48.0,-56.67,No,No,Male,Direct,2,Chennai,27.0,2,Joined,INFRA
2122,3068,2361131,Yes,4,60,E2,31.82,31.82,0.0,No,No,Male,Agency,6,Gurgaon,29.0,2,Joined,INFRA
2123,3069,2361142,Yes,5,30,E2,35.8,29.63,-4.55,No,No,Male,Employee Referral,6,Chennai,29.0,8,Joined,EAS
2124,3071,2361205,No,2,30,E1,20.97,10.16,-8.93,No,No,Male,Agency,8,Bangalore,32.0,1,Joined,ERS
2125,3072,2361214,Yes,36,30,E2,42.86,23.81,-13.33,No,No,Male,Agency,7,Bangalore,31.0,6,Not Joined,ETS
2126,3073,2361217,No,46,60,E2,38.89,38.89,0.0,No,No,Male,Direct,9,Bangalore,37.0,4,Joined,BFSI
2127,3074,2361236,No,0,30,E2,33.33,27.78,-4.17,No,No,Male,Employee Referral,9,Noida,39.0,1,Joined,ERS
2128,3075,2361275,No,1,30,E1,31.58,31.58,0.0,No,No,Male,Direct,3,Bangalore,27.0,6,Joined,ETS
2129,3076,2361297,Yes,1,0,E1,85.19,108.33,12.5,No,No,Male,Direct,1,Bangalore,23.0,1,Joined,ERS
2130,3079,2361522,No,33,30,E1,33.33,33.33,0.0,No,No,Male,Agency,3,Bangalore,30.0,4,Joined,BFSI
2131,3080,2361541,No,3,30,E1,25.58,33.72,6.48,No,No,Male,Agency,3,Chennai,28.0,1,Joined,ERS
2132,3081,2361673,No,2,30,E2,15.18,25.65,9.09,No,No,Male,Direct,10,Chennai,35.0,1,Joined,ERS
2133,3083,2361888,Yes,63,60,E2,17.65,17.65,0.0,No,No,Male,Employee Referral,6,Noida,27.0,6,Joined,ETS
2134,3085,2364035,Yes,5,30,E3,17.24,17.24,0.0,No,No,Male,Direct,10,Chennai,35.0,8,Joined,EAS
2135,3086,2364095,Yes,0,30,E2,5.71,5.71,0.0,No,No,Female,Employee Referral,8,Chennai,35.0,4,Joined,BFSI
2136,3088,2364139,No,0,30,E1,70.0,125.0,32.35,No,No,Male,Employee Referral,3,Noida,28.0,2,Joined,INFRA
2137,3089,2364171,No,4,30,E1,59.57,59.57,0.0,No,No,Female,Direct,3,Chennai,27.0,6,Joined,ETS
2138,3090,2364187,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2139,3091,2364188,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Not Joined,INFRA
2140,3092,2364189,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2141,3093,2364190,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2142,3094,2364191,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Not Joined,INFRA
2143,3095,2364192,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,25.0,2,Joined,INFRA
2144,3096,2364193,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Joined,INFRA
2145,3097,2364194,No,123,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2146,3098,2364195,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Not Joined,INFRA
2147,3099,2364196,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Joined,INFRA
2148,3100,2364197,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2149,3101,2364198,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2150,3102,2364199,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2151,3103,2364200,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Not Joined,INFRA
2152,3104,2364201,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2153,3105,2364202,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Not Joined,INFRA
2154,3106,2364203,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,23.0,2,Joined,INFRA
2155,3107,2364204,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2156,3108,2364205,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Joined,INFRA
2157,3109,2364206,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Not Joined,INFRA
2158,3110,2364207,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined,INFRA
2159,3111,2364208,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2160,3112,2364209,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2161,3113,2364210,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2162,3114,2364211,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2163,3115,2364212,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined,INFRA
2164,3116,2364213,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Not Joined,INFRA
2165,3117,2364214,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined,INFRA
2166,3118,2364215,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,22.0,2,Joined,INFRA
2167,3119,2364216,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,24.0,2,Joined,INFRA
2168,3120,2364223,No,0,60,E3,57.73,57.73,0.0,No,No,Male,Agency,5,Noida,29.0,2,Joined,INFRA
2169,3121,2364265,No,0,30,E2,40.74,40.74,0.0,No,No,Male,Agency,7,Noida,30.0,2,Joined,INFRA
2170,3122,2364292,Yes,69,60,E2,18.18,0.0,-15.38,No,No,Male,Direct,6,Noida,29.0,2,Joined,INFRA
2171,3123,2364300,No,0,30,E3,22.67,15.0,-6.25,No,No,Male,Direct,10,Chennai,37.0,1,Joined,ERS
2172,3124,2364313,No,3,30,E1,35.39,35.39,0.0,No,No,Female,Direct,1,Chennai,24.0,2,Not Joined,INFRA
2173,3125,2364317,Yes,4,60,E3,30.72,24.18,-5.0,No,No,Male,Direct,10,Hyderabad,33.0,8,Not Joined,EAS
2174,3126,2364320,No,60,60,E2,30.0,15.0,-11.54,No,No,Male,Agency,6,Kolkata,32.0,5,Joined,CSMP
2175,3128,2364366,Yes,16,30,E1,26.77,26.77,0.0,No,No,Male,Direct,1,Chennai,25.0,2,Joined,INFRA
2176,3129,2364380,No,0,30,E1,28.57,20.0,-6.67,No,No,Male,Direct,3,Chennai,29.0,4,Joined,BFSI
2177,3131,2364403,No,2,30,E1,44.44,44.44,0.0,No,No,Female,Employee Referral,4,Bangalore,30.0,4,Joined,BFSI
2178,3133,2364416,No,17,30,E1,87.5,62.5,-13.33,No,No,Male,Direct,2,Bangalore,34.0,1,Joined,ERS
2179,3134,2364426,Yes,29,30,E1,25.0,25.0,0.0,No,No,Male,Direct,3,Chennai,25.0,8,Joined,EAS
2180,3135,2364428,Yes,39,30,E1,92.31,115.38,12.0,No,No,Male,Direct,2,Chennai,24.0,1,Joined,ERS
2181,3136,2364432,Yes,61,60,E2,56.25,56.25,0.0,No,No,Male,Employee Referral,7,Bangalore,31.0,6,Joined,ETS
2182,3137,2364435,Yes,30,30,E1,91.67,91.67,0.0,No,No,Male,Direct,4,Chennai,27.0,1,Joined,ERS
2183,3138,2364437,No,0,30,E1,40.0,-13.6,-38.29,No,No,Male,Direct,1,Noida,28.0,2,Joined,INFRA
2184,3139,2364450,No,2,30,E1,25.0,-10.0,-28.0,No,No,Male,Agency,1,Gurgaon,27.0,2,Joined,INFRA
2185,3140,2364456,No,0,90,E3,50.0,37.5,-8.33,No,No,Male,Direct,7,Chennai,37.0,2,Joined,INFRA
2186,3142,2364501,No,1,45,E2,61.62,41.41,-12.5,No,No,Male,Direct,6,Noida,34.0,2,Joined,INFRA
2187,3143,2364502,No,0,30,E1,42.86,42.86,0.0,No,No,Female,Agency,2,Noida,28.0,2,Joined,INFRA
2188,3144,2364511,Yes,104,30,E2,41.09,32.28,-6.25,No,No,Male,Direct,5,Hyderabad,30.0,8,Not Joined,EAS
2189,3145,2364517,Yes,18,30,E1,34.62,15.38,-14.29,No,No,Female,Direct,3,Noida,29.0,2,Joined,INFRA
2190,3146,2364521,No,58,60,E2,58.8,30.78,-17.65,No,No,Male,Agency,4,Noida,24.0,2,Joined,INFRA
2191,3147,2364535,No,21,30,E1,20.0,8.57,-9.52,No,No,Male,Direct,3,Chennai,34.0,4,Joined,BFSI
2192,3149,2364552,No,34,30,E1,18.95,15.79,-2.65,No,No,Male,Direct,4,Chennai,30.0,4,Joined,BFSI
2193,3150,2364562,Yes,4,30,E1,95.65,45.65,-25.56,No,No,Male,Direct,2,Chennai,34.0,1,Joined,ERS
2194,3151,2364570,No,3,30,E2,43.23,43.23,0.0,No,No,Male,Direct,2,Noida,27.0,2,Joined,INFRA
2195,3152,2364588,Yes,2,30,E1,71.88,71.88,0.0,No,No,Male,Direct,3,Chennai,28.0,6,Joined,ETS
2196,3153,2364589,Yes,129,90,E1,59.09,59.09,0.0,No,No,Male,Direct,4,Hyderabad,28.0,5,Joined,CSMP
2197,3154,2364602,Yes,10,60,E3,5.71,-48.57,-51.35,No,No,Female,Direct,13,Bangalore,43.0,1,Joined,ERS
2198,3156,2364611,No,6,30,E2,33.33,122.23,66.67,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined,INFRA
2199,3157,2364614,No,2,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2200,3158,2364619,No,3,30,E1,32.35,13.24,-14.44,No,No,Male,Direct,6,Bangalore,28.0,1,Joined,ERS
2201,3159,2364622,Yes,6,90,E1,54.64,54.64,0.0,No,Yes,Male,Direct,2,Noida,26.0,5,Joined,CSMP
2202,3161,2364638,No,6,30,E3,15.77,15.77,0.0,No,No,Male,Direct,8,Noida,38.0,2,Joined,INFRA
2203,3162,2364639,Yes,5,60,E2,27.5,12.5,-11.76,No,No,Male,Direct,6,Noida,29.0,2,Joined,INFRA
2204,3163,2364641,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2205,3164,2364642,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
2206,3165,2364643,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Not Joined,INFRA
2207,3166,2364644,No,2,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Joined,INFRA
2208,3167,2364645,No,3,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,Noida,24.0,2,Joined,INFRA
2209,3168,2364646,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,Noida,23.0,2,Joined,INFRA
